	name	start	stop	strand
1748	b4082	4303078	4304109	-
1749	b3637	3811438	3811674	-
1750	b3531	3689155	3690261	-
1751	b4328	4558354	4559526	-
1752	b3947	4139720	4142221	-
1753	b3893	4081857	4082759	-
1754	b3088	3238580	3239545	+
1755	b3089	3239944	3241188	+
1756	b4262	4487318	4488400	+
1757	b2611	2747962	2748753	+
1758	b3082	3233728	3234144	-
1759	b3083	3234141	3234455	-
1760	b3080	3228888	3231239	+
1761	b3081	3231665	3233683	+
1762	b3086	3236540	3237232	+
1763	b3087	3237311	3238297	+
1764	b3084	3234739	3235875	-
1765	b3085	3235960	3236463	+
1766	b3329	3461468	3461977	+
1767	b3946	4139046	4139708	-
1768	b3538	3698214	3699893	+
1769	b3158	3301485	3302480	+
1770	b3159	3302489	3303367	+
1771	b4261	4486218	4487318	+
1772	b3100	3250077	3250376	+
1773	b0135	149715	150953	-
1774	b3151	3297098	3298138	-
1775	b3152	3298211	3298846	-
1776	b3153	3298974	3299492	+
1777	b3154	3299472	3299915	-
1778	b3155	3299966	3300268	+
1779	b3156	3300255	3300758	-
1780	b3157	3300752	3301276	-
1781	b4071	4289245	4289811	+
1782	b3953	4147138	4147479	+
1783	b2823	2962441	2962764	-
1784	b2527	2658952	2659467	-
1785	b4686	4053647	4053757	-
1786	b0134	148807	149601	-
1787	b4087	4309448	4310980	-
1788	b3944	4137040	4137657	-
1789	b2524	2656536	2656736	-
1790	b2614	2750115	2750708	-
1791	b2339	2455083	2455646	-
1792	b2336	2451584	2452336	-
1793	b2335	2451072	2451584	-
1794	b2334	2450587	2451075	-
1795	b2333	2450051	2450590	-
1796	b2332	2449228	2450049	-
1797	b2331	2448606	2449157	+
1798	b2330	2447508	2448440	-
1799	b3554	3718334	3719044	-
1800	b2917	3060850	3062994	+
1801	b3556	3720049	3720261	+
1802	b3557	3720680	3721201	+
1803	b3550	3713652	3714092	+
1804	b0948	1007844	1009952	+
1805	b3552	3716547	3717206	+
1806	b2916	3059753	3060646	+
1807	b3558	3721198	3722049	+
1808	b3440	3579768	3580805	-
1809	b2525	2656748	2657083	-
1810	b2687	2814218	2814733	-
1811	b1927	2006156	2007643	+
1812	b2685	2811427	2812599	+
1813	b2684	2810770	2811300	+
1814	b2683	2810344	2810679	+
1815	b2682	2809617	2810354	+
1816	b2937	3082877	3083797	-
1817	b1926	2005713	2006078	+
1818	b2939	3085920	3086051	-
1819	b2913	3057178	3058410	-
1820	b3426	3562013	3563518	+
1821	b1925	2005303	2005713	+
1822	b2689	2816512	2816940	-
1823	b2688	2814883	2816439	-
1824	b1924	2003872	2005278	+
1825	b3942	4133835	4136015	+
1826	b3444	3583483	3583758	+
1827	b1923	2002110	2003606	-
1828	b2910	3055612	3055941	+
1829	b2522	2654157	2654933	-
1830	b2616	2751795	2753456	+
1831	b1922	2001070	2001789	-
1832	b3693	3873596	3874474	-
1833	b4084	4306870	4307799	-
1834	b0827	865129	866364	-
1835	b1920	1999585	2000385	-
1836	b3328	3461023	3461460	+
1837	b3330	3461974	3462351	+
1838	b3331	3462344	3462931	+
1839	b2209	2303905	2304393	+
1840	b2208	2303003	2303497	-
1841	b3334	3465082	3465543	+
1842	b3335	3465543	3466220	+
1843	b3336	3466249	3466725	-
1844	b3337	3466797	3466991	-
1845	b2203	2298269	2298718	-
1846	b2202	2297657	2298259	-
1847	b2201	2297021	2297644	-
1848	b2200	2296362	2297024	-
1849	b2207	2302750	2303013	-
1850	b2206	2300267	2302753	-
1851	b2205	2299565	2300260	-
1852	b2204	2298715	2299578	-
1853	b2063	2137902	2139485	+
1854	b2062	2136104	2137243	-
1855	b2061	2135655	2136098	-
1856	b2060	2133490	2135652	-
1857	b2067	2143266	2146583	+
1858	b2066	2142307	2142948	-
1859	b2065	2141634	2142215	-
1860	b2064	2139759	2141612	-
1861	b4076	4293543	4294139	+
1862	b2069	2147674	2149026	+
1863	b2068	2146692	2147540	-
1864	b2593	2734303	2735034	-
1865	b2592	2731600	2734173	-
1866	b2597	2737154	2737495	+
1867	b2848	2989304	2989786	+
1868	b2595	2736146	2736883	+
1869	b2594	2735031	2736011	-
1870	b2520	2647326	2652287	-
1871	b2844	2984411	2985592	-
1872	b2599	2737745	2738905	+
1873	b2598	2737599	2737646	+
1874	b2841	2980764	2982182	-
1875	b2840	2979943	2980635	-
1876	b2843	2983288	2984124	-
1877	b2842	2982497	2983258	-
1878	b3698	3877067	3877465	-
1879	b2441	2557318	2558679	-
1880	b2440	2556410	2557297	-
1881	b2443	2560257	2560898	+
1882	b2114	2194300	2196333	+
1883	b2113	2193059	2194168	-
1884	b2112	2192515	2192796	-
1885	b2111	2191680	2192222	-
1886	b2110	2190926	2191645	-
1887	b2449	2563980	2564372	+
1888	b2448	2563592	2563969	+
1889	b3994	4194204	4196099	-
1890	b3958	4155001	4156005	+
1891	b2119	2204596	2205684	+
1892	b2118	2200279	2203911	+
1893	b4346	4577958	4579337	-
1894	b1148	1203822	1204160	+
1895	b3439	3578950	3579645	-
1896	b1145	1202259	1202933	-
1897	b1144	1201776	1202084	-
1898	b1147	1203268	1203825	+
1899	b1146	1203024	1203224	+
1900	b1141	1200787	1201032	-
1901	b1140	1199679	1200806	-
1902	b1143	1201497	1201838	+
1903	b1844	1926120	1926782	+
1904	b1845	1926779	1928839	-
1905	b3995	4196332	4196808	-
1906	b1846	1929048	1929707	-
1907	b0818	853647	854765	+
1908	b0819	854824	855744	-
1909	b1815	1898427	1900025	+
1910	b1814	1896932	1898296	+
1911	b1813	1896170	1896748	+
1912	b1812	1894805	1896166	+
1913	b1811	1894552	1894731	-
1914	b1810	1894133	1894432	+
1915	b0810	846460	847119	-
1916	b0811	847258	848004	-
1917	b0812	848408	848911	-
1918	b0813	849210	850097	-
1919	b0814	850450	850965	+
1920	b0815	851014	852597	-
1921	b1819	1903895	1904746	+
1922	b0817	853183	853650	+
1923	b1033	1097886	1098824	+
1924	b1035	1099640	1100194	+
1925	b1034	1098879	1099616	+
1926	b1037	1100851	1101684	-
1927	b1036	1100296	1100787	+
1928	b1039	1102152	1102541	-
1929	b1038	1101711	1102127	-
1930	b1843	1925440	1926096	+
1931	b0780	815739	816647	-
1932	b0781	817044	818033	+
1933	b0782	818055	818567	+
1934	b0783	818570	819055	+
1935	b0784	819048	819293	+
1936	b0785	819295	819747	+
1937	b0786	819884	820588	+
1938	b0787	820793	821506	+
1939	b0788	821542	822498	-
1940	b1360	1421983	1422729	+
1941	b1363	1423782	1425239	+
1942	b1490	1565758	1567140	-
1943	b1365	1425377	1425640	+
1944	b1334	1398774	1399526	-
1945	b1495	1575247	1577619	-
1946	b1494	1572407	1575202	-
1947	b3836	4021945	4022214	+
1948	b1335	1399721	1400236	-
1949	b1332	1397365	1397622	+
1950	b1333	1397672	1398622	-
1951	b3741	3923744	3925633	-
1952	b4211	4433164	4434024	-
1953	b3354	3484218	3484436	+
1954	b1330	1394891	1395922	-
1955	b3216	3362807	3365188	+
1956	b1331	1396076	1397092	+
1957	b3743	3926545	3927003	-
1958	b1963	2033119	2033484	-
1959	b1448	1518328	1518846	-
1960	b1961	2030899	2032317	-
1961	b1960	2030448	2030918	-
1962	b1967	2035835	2036686	+
1963	b1789	1874352	1874798	+
1964	b1449	1519027	1520064	+
1965	b1787	1873574	1874077	+
1966	b1786	1872041	1873531	+
1967	b1785	1870385	1871860	+
1968	b1784	1868955	1870238	+
1969	b1783	1866908	1868842	+
1970	b1782	1865726	1866472	-
1971	b1781	1864782	1865636	-
1972	b1780	1863850	1864734	+
1973	b1566	1646405	1646737	+
1974	b1565	1645897	1646202	+
1975	b1564	1645633	1645872	-
1976	b0568	587982	590954	-
1977	b0569	590941	593178	-
1978	b1561	1644651	1644902	-
1979	b1560	1643255	1644304	-
1980	b0564	583681	584430	+
1981	b0565	584680	585633	-
1982	b0566	586147	586908	-
1983	b0567	587091	587981	-
1984	b0560	580834	581379	+
1985	b1569	1647620	1647850	-
1986	b3744	3927155	3928147	+
1987	b1765	1848125	1848676	-
1988	b1764	1846965	1848008	-
1989	b1767	1850860	1851876	+
1990	b1766	1848837	1850693	+
1991	b1761	1842371	1843714	+
1992	b4518	1068081	1068254	+
1993	b1763	1844999	1846960	-
1994	b1762	1843831	1844871	-
1995	b4515	774196	774309	+
1996	b4517	1052067	1052240	+
1997	b4516	1049833	1050108	+
1998	b4511	613942	614160	+
1999	b4510	578327	578509	+
2000	b4513	728732	728821	-
2001	b4512	632182	632379	+
2002	b0960	1021730	1023883	-
2003	b0961	1023902	1024348	-
2004	b0962	1024471	1026525	+
2005	b0963	1026557	1027015	-
2006	b0964	1027111	1027773	-
2007	b0965	1027946	1028359	+
2008	b0966	1028404	1028721	-
2009	b0967	1028779	1029969	-
2010	b0968	1030064	1030342	+
2011	b0969	1030339	1030668	-
2012	b3833	4018855	4019610	+
2013	b3747	3931316	3933184	+
2014	b2615	2750831	2751709	+
2015	b0142	157253	157732	-
2016	b0143	157729	159126	-
2017	b0140	155461	156201	-
2018	b0141	156299	156883	-
2019	b0146	160782	161486	-
2020	b0147	161501	162031	-
2021	b0144	159186	160112	-
2022	b0145	160149	160604	-
2023	b4199	4424516	4424791	-
2024	b4198	4423700	4424386	+
2025	b0148	162105	164534	+
2026	b0149	164730	167264	+
2027	b4392	4630733	4632670	+
2028	b4258	4480982	4483837	-
2029	b3388	3516020	3517306	-
2030	b3910	4102822	4103496	+
2031	b3832	4017333	4018760	+
2032	b3746	3929597	3931093	-
2033	b3993	4193569	4194204	-
2034	b4256	4479034	4479537	-
2035	b0368	387795	388646	+
2036	b0369	388753	389727	-
2037	b0363	382739	383935	-
2038	b0360	381351	381716	+
2039	b0361	381674	382579	+
2040	b0366	386207	386974	+
2041	b0367	386971	387798	+
2042	b0364	384059	384616	-
2043	b0365	385232	386194	+
2044	b4428	1491922	1492071	-
2045	b4203	4426108	4426557	+
2046	b4421	1269703	1269810	-
2047	b3749	3933778	3935283	+
2048	b4423	1270238	1270345	-
2049	b4501	2476310	2476510	+
2050	b4074	4291512	4293170	+
2051	b1712	1795253	1795552	-
2052	b4251	4474124	4474717	+
2053	b3119	3267380	3267598	+
2054	b3830	4015354	4016169	-
2055	b3748	3933351	3933770	+
2056	b1900	1983555	1985069	-
2057	b0217	237335	238120	+
2058	b0214	235535	236002	-
2059	b0215	236067	236798	+
2060	b0212	234027	234782	-
2061	b0213	234816	235538	+
2062	b0210	231926	232549	+
2063	b0211	232597	233955	-
2064	b2539	2670390	2670908	+
2065	b2454	2569501	2570337	-
2066	b0219	239419	240189	-
2067	b2980	3128272	3129036	+
2068	b4201	4425520	4425834	+
2069	b1953	2024986	2025213	+
2070	b3844	4026527	4027228	+
2071	b3845	4027609	4028772	-
2072	b4259	4483837	4484280	-
2073	b3539	3700563	3701834	+
2074	b4152	4379377	4379772	-
2075	b2988	3136663	3138522	-
2076	b2989	3138727	3139593	+
2077	b3963	4161124	4161771	+
2078	b3962	4159390	4160790	-
2079	b3965	4162170	4163270	-
2080	b4479	3874471	3875160	-
2081	b3964	4161771	4162130	+
2082	b2606	2744183	2744530	-
2083	b4202	4425839	4426066	+
2084	b3849	4033145	4034596	+
2085	b3183	3330582	3331754	-
2086	b3182	3328963	3330396	+
2087	b3181	3328239	3328715	-
2088	b3180	3327790	3328083	+
2089	b3187	3333710	3334681	+
2090	b3186	3333140	3333451	-
2091	b3185	3332862	3333119	-
2092	b3184	3331770	3332735	-
2093	b3635	3810343	3811152	-
2094	b3634	3809825	3810304	+
2095	b3189	3335235	3336494	-
2096	b3188	3334909	3335187	+
2097	b3631	3805943	3807067	-
2098	b3630	3805153	3805950	-
2099	b3633	3808540	3809817	+
2100	b3632	3807064	3808098	-
2101	b2605	2743625	2744107	+
2102	b2328	2445560	2446384	-
2103	b2329	2446388	2447473	-
2104	b2320	2436715	2437851	-
2105	b2321	2437950	2438945	+
2106	b2322	2438942	2440120	-
2107	b1648	1725681	1725920	-
2108	b2324	2441764	2443770	+
2109	b2325	2443891	2444169	-
2110	b2326	2444203	2444751	-
2111	b2327	2444751	2445560	-
2112	b3521	3672414	3673313	+
2113	b3520	3671292	3671894	-
2114	b3523	3674786	3676108	+
2115	b3522	3673362	3674375	+
2116	b3525	3678420	3679187	-
2117	b3524	3676290	3678350	-
2118	b3527	3680444	3681940	-
2119	b3526	3679419	3680348	+
2120	b3529	3683630	3685618	-
2121	b3528	3682161	3683447	-
2122	b2690	2816937	2817503	-
2123	b0555	577613	578110	+
2124	b2920	3064802	3066280	+
2125	b2921	3066277	3067173	-
2126	b2926	3071459	3072622	-
2127	b2927	3072672	3073691	-
2128	b2696	2818961	2819146	-
2129	b0554	577398	577613	+
2130	b1719	1800642	1802570	-
2131	b2699	2822708	2823769	-
2132	b2928	3073976	3074689	-
2133	b2929	3074686	3075195	-
2134	b3455	3593439	3594206	-
2135	b0557	578600	578893	-
2136	b1906	1989251	1989490	-
2137	b3456	3594203	3595480	-
2138	b0556	578107	578568	+
2139	b3839	4022736	4023512	+
2140	b0551	573956	574339	+
2141	b0550	573371	573733	+
2142	b2214	2310479	2311534	-
2143	b2215	2311646	2312749	-
2144	b2216	2313488	2316160	+
2145	b2217	2316177	2316827	+
2146	b2210	2305108	2306754	-
2147	b2211	2306972	2308615	-
2148	b2212	2308691	2309341	-
2149	b2213	2309341	2310405	-
2150	b1947	2021504	2021869	+
2151	b2219	2320043	2321869	+
2152	b2507	2630958	2632535	-
2153	b3838	4022218	4022733	+
2154	b2078	2162876	2164279	+
2155	b2079	2164276	2164998	+
2156	b2074	2154016	2155263	+
2157	b2075	2155263	2158385	+
2158	b2076	2158386	2161463	+
2159	b2077	2161464	2162879	+
2160	b2070	2149039	2150985	-
2161	b2071	2151185	2151646	+
2162	b2072	2151711	2152472	-
2163	b2073	2152469	2153128	-
2164	b3857	4041415	4041999	-
2165	b3856	4040906	4041433	-
2166	b3850	4034608	4035153	+
2167	b2584	2719953	2722613	+
2168	b2585	2722727	2724082	+
2169	b2586	2724128	2724451	+
2170	b2587	2724448	2725746	-
2171	b2580	2716754	2717443	+
2172	b2581	2717491	2718528	-
2173	b2582	2718735	2719154	+
2174	b2583	2719223	2719921	+
2175	b4173	4400672	4401952	+
2176	b2893	3038112	3038822	-
2177	b4172	4400288	4400596	+
2178	b3998	4198790	4199461	+
2179	b3999	4199504	4200094	+
2180	b2100	2181096	2182061	+
2181	b2101	2182035	2182781	-
2182	b2102	2182833	2183651	-
2183	b2103	2183716	2184516	-
2184	b2104	2184513	2185301	-
2185	b2105	2185524	2185796	-
2186	b2106	2185917	2186741	+
2187	b2107	2186960	2187298	+
2188	b2108	2187380	2188414	-
2189	b2109	2188430	2190910	-
2190	b2458	2572489	2573505	-
2191	b2459	2573502	2574305	-
2192	b4176	4404386	4404583	+
2193	b3897	4088107	4089855	-
2194	b4356	4593361	4594722	-
2195	b4175	4403300	4404304	+
2196	b1158	1209685	1210239	+
2197	b1159	1210346	1211179	+
2198	b1156	1208517	1209119	-
2199	b1154	1207501	1208130	+
2200	b1155	1208132	1208545	+
2201	b1153	1206913	1207497	+
2202	b1150	1205549	1205731	+
2203	b3381	3509813	3510976	-
2204	b4072	4289808	4290479	+
2205	b2716	2840990	2842414	+
2206	b4073	4290476	4291432	+
2207	b4070	4287764	4289200	+
2208	b1800	1881912	1882997	+
2209	b1801	1883188	1884633	+
2210	b1802	1884665	1885789	+
2211	b1803	1885845	1886810	+
2212	b1804	1886864	1887991	-
2213	b1805	1888061	1889746	-
2214	b1806	1889951	1890532	-
2215	b1807	1890572	1891267	-
2216	b1808	1891325	1893235	-
2217	b1809	1893367	1893711	+
2218	b3380	3508587	3509813	-
2219	b4077	4294481	4295794	+
2220	b1022	1086521	1087846	-
2221	b1023	1087839	1089857	-
2222	b1020	1084992	1086056	+
2223	b1021	1086106	1086519	-
2224	b1026	1094275	1095141	-
2225	b1027	1095138	1095437	-
2226	b1024	1089866	1092289	-
2227	b1025	1092876	1094234	+
2228	b1029	1095843	1096829	+
2229	b4212	4434113	4434493	+
2230	b4213	4434622	4436565	-
2231	b1378	1437260	1440784	-
2232	b1379	1441321	1441743	-
2233	b0779	813526	815547	+
2234	b0778	812270	812947	+
2235	b4214	4436755	4437495	+
2236	b4215	4437707	4438645	+
2237	b0775	809344	810384	+
2238	b0774	807968	809257	-
2239	b1370	1427746	1428726	-
2240	b0776	810381	811535	+
2241	b0771	803503	805764	+
2242	b0770	801887	803320	+
2243	b0773	807433	807909	-
2244	b0772	805998	807281	-
2245	b3349	3477907	3478497	-
2246	b4210	4432091	4433056	-
2247	b4204	4426628	4427422	-
2248	b1451	1520963	1523065	-
2249	b1798	1880121	1880759	-
2250	b1799	1880886	1881809	-
2251	b1978	2044938	2052014	+
2252	b1790	1874755	1875576	-
2253	b1791	1875673	1876854	+
2254	b1792	1876909	1877256	+
2255	b1793	1877278	1877532	-
2256	b1794	1877715	1878740	+
2257	b1795	1879007	1879255	-
2258	b1796	1879403	1879585	-
2259	b1797	1879589	1879948	-
2260	b1570	1647934	1648341	+
2261	b0518	546680	548347	+
2262	b1572	1648665	1648793	+
2263	b1573	1648823	1649041	+
2264	b1450	1520262	1520927	+
2265	b1575	1649609	1649797	+
2266	b1576	1649794	1649985	+
2267	b3238	3385538	3385801	+
2268	b0511	537633	539087	+
2269	b0513	540565	541866	+
2270	b0512	539147	540508	+
2271	b0515	543261	544046	-
2272	b0514	541888	543033	+
2273	b0517	545314	546363	-
2274	b0516	544057	545292	-
2275	b0689	715412	715906	+
2276	b0688	713558	715198	+
2277	b1774	1857790	1858833	-
2278	b1775	1858850	1860229	-
2279	b1772	1855981	1856928	-
2280	b1773	1856933	1857769	-
2281	b1770	1854096	1854854	-
2282	b4509	573730	573870	+
2283	b4506	312374	312514	-
2284	b0680	706093	707757	+
2285	b4504	264026	264247	-
2286	b0682	709790	710116	+
2287	b0685	711605	711898	-
2288	b0684	710935	711465	-
2289	b0687	712987	713532	+
2290	b0686	712038	712802	-
2291	b0999	1062550	1062855	-
2292	b0998	1061799	1062398	+
2293	b0995	1057262	1057954	-
2294	b0994	1056261	1057289	+
2295	b0997	1059256	1061802	+
2296	b0996	1058084	1059256	+
2297	b0991	1051847	1052077	+
2298	b0990	1051461	1051673	+
2299	b0993	1053434	1056178	-
2300	b0992	1052289	1053362	-
2301	b1484	1558031	1559017	-
2302	b1485	1559014	1559910	-
2303	b1486	1559907	1560929	-
2304	b1487	1560931	1562481	-
2305	b1480	1555826	1555963	-
2306	b1481	1556065	1556280	-
2307	b0179	200971	201996	+
2308	b0178	200482	200967	+
2309	b0177	197928	200360	+
2310	b0176	196546	197898	+
2311	b0175	195677	196534	+
2312	b0174	194903	195664	+
2313	b0173	193521	194717	+
2314	b0172	192872	193429	+
2315	b0171	191855	192580	+
2316	b0170	190857	191708	+
2317	b0357	379606	379881	-
2318	b0356	378462	379571	-
2319	b0355	377535	378368	-
2320	b0354	376772	377311	+
2321	b0353	375459	376670	+
2322	b0352	373868	374881	+
2323	b0351	372921	373871	+
2324	b0350	372115	372924	+
2325	b3727	3909439	3910398	-
2326	b1650	1726659	1727756	+
2327	b0429	447717	448046	-
2328	b0428	446815	447705	-
2329	b0358	380069	380842	-
2330	b0195	218887	219594	-
2331	b0951	1013259	1014899	+
2332	b0197	220113	220928	-
2333	b0196	219591	219995	-
2334	b0191	214833	215255	+
2335	b0190	214291	214836	+
2336	b0193	216179	217003	-
2337	b0950	1012001	1013254	+
2338	b3724	3906853	3907578	-
2339	b0199	221614	222645	-
2340	b0953	1015715	1015882	+
2341	b0952	1014896	1015459	+
2342	b0955	1016539	1018299	-
2343	b0954	1015952	1016470	-
2344	b1709	1792809	1793558	-
2345	b0957	1019013	1020053	-
2346	b3733	3917402	3918265	-
2347	b0956	1018485	1018937	+
2348	b4249	4473340	4474053	-
2349	b2445	2561625	2561993	+
2350	b0223	244327	245094	+
2351	b0222	243543	244121	+
2352	b0221	240859	243303	-
2353	b0220	240343	240816	+
2354	b0227	246712	247461	+
2355	b0226	246242	246502	-
2356	b0225	245961	246239	-
2357	b0224	245065	245805	-
2358	b0228	247637	248134	+
2359	b3896	4087002	4088057	+
2360	b1974	2042368	2042898	+
2361	b1705	1789613	1789804	+
2362	b4248	4472814	4473209	-
2363	b2444	2561368	2561613	+
2364	b2763	2888387	2890099	-
2365	b1976	2043651	2044448	+
2366	b4670	4392892	4392945	+
2367	b0312	327261	328733	-
2368	b2446	2562111	2562527	+
2369	b4672	1346796	1346900	+
2370	b0317	334525	335022	-
2371	b1702	1784734	1787112	-
2372	b4675	1878874	1878948	+
2373	b1483	1557112	1558038	-
2374	b3198	3342273	3342839	+
2375	b4676	1878773	1878871	+
2376	b3628	3803058	3804137	-
2377	b3629	3804181	3805116	-
2378	b3194	3338466	3339248	-
2379	b3195	3339256	3340065	-
2380	b3196	3340275	3341252	+
2381	b4677	1946115	1946180	-
2382	b3190	3336549	3336803	-
2383	b3191	3336963	3337256	-
2384	b3192	3337256	3337891	-
2385	b3193	3337910	3338461	-
2386	b1970	2038956	2039369	+
2387	b4340	4570162	4571574	-
2388	b1701	1783031	1784677	+
2389	b1659	1738866	1739798	-
2390	b4341	4571751	4571915	+
2391	b4362	4600978	4601517	-
2392	b3555	3719478	3719768	+
2393	b3739	3922060	3922440	-
2394	b3532	3690268	3692607	-
2395	b3533	3692618	3695236	-
2396	b3530	3685700	3689173	-
2397	b1971	2039478	2040482	+
2398	b3536	3696458	3698029	+
2399	b3537	3698026	3698217	+
2400	b1865	1948180	1948632	-
2401	b3535	3695997	3696185	-
2402	b1700	1782681	1782974	+
2403	b1658	1737844	1738869	+
2404	b4225	4448692	4449042	+
2405	b3551	3714061	3716394	-
2406	b3448	3586943	3587383	+
2407	b3449	3587370	3588113	-
2408	b2669	2798091	2798495	-
2409	b2668	2797520	2798044	+
2410	b2919	3063993	3064778	+
2411	b2918	3062987	3063982	+
2412	b2665	2796337	2796786	-
2413	b2664	2795674	2796336	+
2414	b2667	2797211	2797510	+
2415	b2666	2796870	2797028	-
2416	b2661	2791273	2792721	+
2417	b2660	2789982	2791250	+
2418	b2663	2794253	2795653	+
2419	b2662	2792735	2794015	+
2420	b1651	1727837	1728244	+
2421	b1972	2040483	2041118	+
2422	b4221	4444112	4447891	+
2423	b3656	3832219	3834537	-
2424	b4220	4442382	4444115	+
2425	b3655	3830457	3832166	+
2426	b2261	2375000	2375962	-
2427	b2260	2373648	2375003	-
2428	b2263	2376834	2377592	-
2429	b2262	2375962	2376819	-
2430	b2265	2379348	2380643	-
2431	b2264	2377589	2379259	-
2432	b2267	2381082	2381543	-
2433	b2266	2380722	2381027	-
2434	b2269	2382713	2383924	+
2435	b2268	2381608	2382525	+
2436	b1973	2041375	2042025	+
2437	b3650	3822400	3824508	+
2438	b2009	2080789	2081262	-
2439	b2008	2079533	2080591	-
2440	b2686	2812616	2814154	+
2441	b2001	2074779	2076311	+
2442	b2000	2071539	2074658	+
2443	b2003	2076817	2077038	+
2444	b2002	2076308	2076754	+
2445	b2005	2077569	2077943	+
2446	b2004	2077112	2077480	+
2447	b2007	2079032	2079361	-
2448	b3846	4028782	4030971	-
2449	b3847	4031161	4032492	+
2450	b2869	3004008	3005786	-
2451	b2868	3003489	3003968	+
2452	b3842	4024333	4024821	-
2453	b3843	4024988	4026481	+
2454	b2935	3079644	3081635	-
2455	b2861	2997235	2997600	-
2456	b2860	2996372	2997277	-
2457	b2867	3002614	3003492	+
2458	b2866	3000345	3002603	+
2459	b2865	2999136	2999891	-
2460	b2934	3078887	3079330	-
2461	b3343	3474678	3474965	-
2462	b2936	3081913	3082671	+
2463	b3888	4077449	4078438	+
2464	b2526	2657085	2658935	-
2465	b3996	4196903	4197676	+
2466	b3997	4197716	4198780	+
2467	b3990	4190735	4191868	-
2468	b3991	4191865	4192635	-
2469	b2469	2585731	2587431	+
2470	b2295	2412677	2413132	-
2471	b2467	2582903	2583478	-
2472	b2466	2581734	2582777	-
2473	b2465	2579636	2581639	+
2474	b2464	2578666	2579616	+
2475	b2463	2576098	2578377	-
2476	b2462	2575470	2575805	-
2477	b2461	2574978	2575457	-
2478	b2460	2574302	2575003	-
2479	b2715	2839524	2840981	+
2480	b2714	2838254	2839264	-
2481	b2717	2842573	2843043	-
2482	b1168	1217328	1218851	+
2483	b2711	2833912	2835045	+
2484	b2710	2832476	2833915	+
2485	b2713	2837578	2838105	-
2486	b2712	2835173	2837425	-
2487	b1163	1214264	1215475	-
2488	b1162	1213328	1214059	-
2489	b1161	1212703	1213107	-
2490	b1160	1211680	1212003	-
2491	b1167	1216748	1216996	+
2492	b1166	1216369	1216635	+
2493	b1165	1216068	1216340	+
2494	b1164	1215789	1216025	+
2495	b2485	2606262	2606912	+
2496	b2484	2604811	2606250	+
2497	b2487	2608487	2610154	+
2498	b2486	2606917	2608497	+
2499	b2481	2601201	2601818	+
2500	b2480	2600478	2600948	+
2501	b2483	2603847	2604794	+
2502	b2482	2601818	2603836	+
2503	b2293	2411439	2412089	-
2504	b2489	2610706	2611464	+
2505	b2488	2610164	2610709	+
2506	b3713	3894652	3895218	+
2507	b1019	1083376	1084647	+
2508	b1018	1082243	1083370	+
2509	b1015	1079305	1080813	+
2510	b1014	1074920	1078882	-
2511	b1013	1074242	1074880	+
2512	b1012	1072863	1074011	-
2513	b1011	1072171	1072863	-
2514	b1010	1071773	1072159	-
2515	b0768	799622	800575	-
2516	b0769	800759	801811	+
2517	b0766	797613	798431	-
2518	b0767	798586	799581	+
2519	b0764	795862	796551	+
2520	b0765	796554	797612	+
2521	b0762	794773	794922	+
2522	b0763	795089	795862	+
2523	b0760	792316	793788	-
2524	b0761	793856	794644	-
2525	b2933	3077471	3078859	-
2526	b1866	1948750	1950522	-
2527	b1867	1950832	1951398	+
2528	b1708	1792267	1792731	-
2529	b1640	1718493	1719602	-
2530	b4182	4410553	4411251	+
2531	b1908	1990954	1991619	-
2532	b1641	1719876	1720343	+
2533	b1901	1985139	1986128	-
2534	b1862	1946251	1946853	+
2535	b1902	1986925	1987428	+
2536	b1905	1988716	1989213	+
2537	b1904	1988222	1988545	+
2538	b1907	1989681	1990892	+
2539	b1863	1946855	1947376	-
2540	b0508	535710	536486	+
2541	b0509	536586	537464	+
2542	b1589	1662990	1663607	+
2543	b1588	1660556	1662979	+
2544	b1585	1656747	1657457	-
2545	b0503	530132	531226	-
2546	b1587	1658069	1660495	+
2547	b1586	1657565	1657870	+
2548	b0506	533011	533826	+
2549	b0507	533916	535697	+
2550	b0504	531295	532221	-
2551	b0505	532451	532933	+
2552	b1743	1825140	1825625	-
2553	b1742	1824362	1824937	-
2554	b0698	727059	728732	-
2555	b0699	729134	729340	+
2556	b1747	1829731	1830765	-
2557	b1746	1828256	1829734	-
2558	b1745	1826916	1828259	-
2559	b1744	1825955	1826923	-
2560	b0692	716946	718265	-
2561	b0693	718262	720460	-
2562	b1749	1832428	1833234	+
2563	b1748	1830762	1831982	-
2564	b0696	724407	724979	-
2565	b0697	724988	727036	-
2566	b0694	721056	721733	-
2567	b0695	721730	724414	-
2568	b1649	1726023	1726622	+
2569	b0988	1050027	1050530	+
2570	b0989	1050963	1051175	-
2571	b0986	1048688	1049332	-
2572	b0987	1049439	1049744	-
2573	b0984	1045849	1047945	-
2574	b0985	1047945	1048691	-
2575	b0982	1044230	1044676	-
2576	b0983	1044664	1045803	-
2577	b0980	1040617	1041915	+
2578	b0981	1042030	1044210	-
2579	b0168	188712	189506	-
2580	b1346	1413237	1413452	-
2581	b1345	1412000	1413235	-
2582	b1344	1411013	1411948	-
2583	b1343	1409511	1410884	+
2584	b1342	1408050	1409033	+
2585	b1341	1406563	1407795	-
2586	b1340	1405979	1406542	+
2587	b0160	179237	180754	+
2588	b0161	180884	182308	+
